Author,Year,Data Source,Pesticide,Pesttype,Duration,Concentration,Kingdom,Phylum,Class,Order,Family,Genus,Species,Originalspeciesprovided,Core,Control,Treatment,Percentchange,Log2fold.change,All.Logs,Type,Sig,,,,
Motta et al ,2020,Fig. S1C,Glyphosate,Herbicide,5 days,1 mM ,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,31.98340911,49.20612094,0.5384889322,,0.621514065,Comp,Yes,,,,
Rouze et al ,2019,Fig. 2F,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Giliamella apicola,,Y,,,,0.5809,0.5809,Noncomp,Yes,,,,
Motta et al ,2018,Fig. S6,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,25354330.71,37637795.28,0.4844720497,,0.56994993,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1C,Glyphosate,Herbicide,20 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,34.49920509,50.23847377,0.4562211982,,0.542229516,Comp,Yes,,,,
Motta et al ,2018,Fig. S3A,Glyphosate,Herbicide,"Feeding (5 µL), then two days, then fed again, then sampled after another two days",1 mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,5.39,7.71,0.4304267161,,0.516445587,Comp,Yes,,,,
Rouze et al ,2019,Fig. 2H,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,0.5124,0.5124,Noncomp,Yes,,,,
Kakumanu et al,2016,Fig. 2,Coumaphos,Insecticide,6 weeks,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,,,,,Y,12.61,17.33,0.3743061063,,0.458703379,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1C,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,41.3354531,47.53577107,0.1500000000,,0.201633861,Comp,Yes,,,,
Botina et al ,2019,Fig. 5C,Spinosad,Insecticide,24 hours,0.81 µg a.i./mL,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,6.99,7.315,0.0464949928,,0.065565409,Comp,Yes,,,,
Rouze et al ,2019,Fig. 2A,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,-0.3051,-0.3051,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2D,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.4364,-0.4364,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2D,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.4619,-0.4619,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2C,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.5,-0.5,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2D,Fipronil,Insecticide,18 days,0.25 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.5127,-0.5127,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2C,Coumaphos,Insecticide,18 days,650 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.5445,-0.5445,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2D,Coumaphos,Insecticide,18 days,650 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.5572,-0.5572,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2C,Fipronil,Insecticide,18 days,0.25 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.5699,-0.5699,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 2G,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,19406623.51,13006865.12,-0.3297718628,,-0.57727584,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 1E,Roundup,Herbicide formulation,5 days,1 mM ,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,3362877.455,2222390.402,-0.3391402357,,-0.597583933,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 2E,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,8750318.331,5773057.13,-0.3402460446,,-0.6,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2B,Coumaphos,Insecticide,18 days,650 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-0.6102,-0.6102,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2B,Fipronil,Insecticide,18 days,0.25 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-0.6102,-0.6102,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S4D,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,15792174.47,10146114.15,-0.3575226664,,-0.638282538,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2D,Coumaphos,Insecticide,18 days,650 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.7797,-0.7797,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2C,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.7797,-0.7797,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2D,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.7988,-0.7988,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 2E,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,17321844.86,9796717.678,-0.4344298916,,-0.822222222,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2C,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.8242,-0.8242,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,10.45101089,5.785381026,-0.4464285714,,-0.853158612,Comp,Yes,,,,
Rouze et al ,2019,Fig. 2D,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.8814,-0.8814,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S4E,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,Lactobacillus apis,Y,1866552.345,986309.3419,-0.4715876334,,-0.920263864,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S4K,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,,,N,3885.11585,2047.662034,-0.4729469819,,-0.92398,Noncomp,Yes,,,,
Motta et al ,2018,Fig. S11,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2677824.268,1366806.137,-0.4895833333,,-0.970252657,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S4G,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,10929404.29,5544465.036,-0.4927019909,,-0.979094596,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2C,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.9831,-0.9831,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,14.30793157,7.216174184,-0.4956521739,,-0.987509056,Comp,Yes,,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,1.5 mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Giliamella apicola,,Y,,,,-1,-1,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 3D,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,3535270.252,1767371.501,-0.5000745699,,-1.000215179,Noncomp,Yes,,,,
Kakumanu et al,2016,Fig. 2,Chlorothalonil,Fungicide,6 weeks,10 ppb,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,,Y,41.21,19.59,-0.5246299442,,-1.072877066,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1J,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,10.46931408,4.76534296,-0.5448275862,,-1.135514971,Comp,Yes,,,,
Motta et al ,2020,Fig. 3D,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,5253839.165,2364177.706,-0.5500095013,,-1.152033555,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,10.45101089,4.66562986,-0.5535714286,,-1.163498732,Comp,Yes,,,,
Motta et al ,2018,Fig. S13,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,6889818.689,3040446.304,-0.5587044534,,-1.180182907,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,10.45101089,4.603421462,-0.5595238095,,-1.182864057,Comp,Yes,,,,
Motta et al ,2020,Fig. 2F,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,4893596.135,2091882.301,-0.5725265749,,-1.226093361,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,8027961.169,3385363.155,-0.5783034966,,-1.245723036,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2822655.618,1190304.005,-0.5783034966,,-1.245723036,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. 4B,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2687891.691,1099452.499,-0.5909610114,,-1.289689731,Noncomp,Yes,,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,7019867.55,2781456.954,-0.6037735849,,-1.335603032,Noncomp,Yes,,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,906148.8673,355987.055,-0.6071428571,,-1.347923303,Noncomp,Yes,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,,,,,,,Y,,,,-1.35,-1.348224281,Comp,Yes,,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,3139158.576,1197411.003,-0.6185567010,,-1.390459477,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1K,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,29.37965261,10.81885856,-0.6317567568,,-1.441269041,Comp,Yes,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2822655.618,992454.3196,-0.6483969517,,-1.507980517,Noncomp,Yes,,,,
Motta et al ,2018,Fig. S12,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,6889818.689,2398884.24,-0.6518218623,,-1.522102477,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 3D,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,3761023.79,1288908.812,-0.6572984154,,-1.544975232,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1J,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,10.46931408,3.501805054,-0.6655172414,,-1.579996248,Comp,Yes,,,,
Rouze et al ,2019,Fig. 2B,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-1.61,-1.61,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S2J,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,18367688.88,5935047.387,-0.6768756578,,-1.629838656,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,5455594.781,1751544.004,-0.6789453626,,-1.639109257,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2B,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-1.729,-1.729,Noncomp,Yes,,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,3738317.757,1084112.15,-0.7100000000,,-1.785875195,Noncomp,Yes,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,,,,-1.79,-1.793299247,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1J,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,10.46931408,2.996389892,-0.7137931034,,-1.804869659,Comp,Yes,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,8027961.169,2198392.649,-0.7261580366,,-1.868584553,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,17.29393468,4.727838258,-0.7266187050,,-1.871013559,Comp,Yes,,,,
Motta and Moran,2020,Fig. 4B,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2379417.154,648283.1085,-0.7275454170,,-1.875912336,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. 4B,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2687891.691,732328.4097,-0.7275454170,,-1.875912336,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 1D,Roundup,Herbicide formulation,5 days,1 mM ,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,5492251.873,1476863.861,-0.7311004857,,-1.894860945,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 5B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2479618.913,637150.1622,-0.7430451273,,-1.960413084,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. 4B,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2687891.691,689025.4987,-0.7436557801,,-1.963845727,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,17.29393468,4.354587869,-0.7482014388,,-1.989658056,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,20 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,13.4992224,3.359253499,-0.7511520737,,-2.00666373,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,17.29393468,4.292379471,-0.7517985612,,-2.010416616,Comp,Yes,,,,
DeGrandi Hoffman et al,2017,Text,Pristine,Fungicide,21 days,1990ppb,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Giliamella apicola,,Y,8.9,2.2,-0.7528089888,,-2.016301812,Comp,Yes,,,,
Motta et al ,2018,Fig. S3A,Glyphosate,Herbicide,"Feeding (5 µL), then two days, then fed again, then sampled after another two days",1 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,16.01,3.84,-0.7601499063,,-2.059795092,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,14.30793157,3.359253499,-0.7652173913,,-2.090602549,Comp,Yes,,,,
Motta et al ,2020,Fig. 5B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,5212966.518,1209863.332,-0.7679126985,,-2.107260506,Noncomp,Yes,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Parasacharibacter,Parasaccharibacter apium,,N,,,,-2.14,-2.139606536,Comp,Yes,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,5455594.781,1163561.851,-0.7867213572,,-2.22918859,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. 4B,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2687891.691,562341.3252,-0.7907872080,,-2.256957029,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1J,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.602888087,1.985559567,-0.7932330827,,-2.273922722,Comp,Yes,,,,
Motta et al ,2018,Fig. S1,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,0.04851752,0.009703504,-0.8000000000,,-2.321928095,Comp,Yes,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,5455594.781,1086886.54,-0.8007757937,,-2.327535145,Noncomp,Yes,,,,
Motta et al ,2018,Fig. S3B,Glyphosate,Herbicide,"Feeding (5 µL), then two days, then fed again, then sampled after another two days",1 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,8208178,1605947,-0.8043479320,,-2.353637736,Noncomp,Yes,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella apis,,N,,,,-2.36,-2.358678585,Comp,Yes,,,,
Motta et al ,2020,Fig. 3C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1026997.578,191262.6296,-0.8137652574,,-2.424805859,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1J,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.602888087,1.768953069,-0.8157894737,,-2.440572591,Comp,Yes,,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,7.5 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,-2.449,-2.449,Noncomp,Yes,,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,7.5 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,-2.506,-2.506,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 5B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2479618.913,434981.9666,-0.8245770895,,-2.511090917,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. 4B,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2379417.154,406278.2091,-0.8292530553,,-2.550068332,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 5B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,5212966.518,886971.3749,-0.8298528541,,-2.555145143,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S3C,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,850133.5966,140422.2403,-0.8348233256,,-2.597918125,Noncomp,Yes,,,,
Motta et al ,2020,Fig. 3C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2395591.949,385700.7284,-0.8389956484,,-2.634828413,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,14.30793157,2.301710731,-0.8391304348,,-2.636036685,Comp,Yes,,,,
Motta et al ,2018,Fig. S4B,Glyphosate,Herbicide,5 days,0.1 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2996108,445136,-0.8514285867,,-2.750771542,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,20 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,13.4992224,1.99066874,-0.8525345622,,-2.761551232,Comp,Yes,,,,
