Author,Year,Data Source,Pesticide,Pesttype,Duration,Concentration,Kingdom,Phylum,Class,Order,Family,Genus,Species,Original Species Provided,Core,Control,Treatment,Percent Change,Log2fold.change,All.Logs,result,Type,Sig,Extra Information About Effect Size,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,8027961.169,3385363.155,-0.5783034966,,-1.245723036,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2822655.618,1190304.005,-0.5783034966,,-1.245723036,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2687891.691,1099452.499,-0.5909610114,,-1.289689731,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,7019867.55,2781456.954,-0.6037735849,,-1.335603032,Decrease,Noncomp,Yes,Day 3,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,906148.8673,355987.055,-0.6071428571,,-1.347923303,Decrease,Noncomp,Yes,Day 3,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,,,,,,,Y,,,,-1.35,-1.348224281,Decrease,Comp,Yes,,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,3139158.576,1197411.003,-0.6185567010,,-1.390459477,Decrease,Noncomp,Yes,Day 3,,,
Motta et al ,2020b,Fig. S1K,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,29.37965261,10.81885856,-0.6317567568,,-1.441269041,Decrease,Comp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2822655.618,992454.3196,-0.6483969517,,-1.507980517,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2018,Fig. S12,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,6889818.689,2398884.24,-0.6518218623,,-1.522102477,Decrease,Noncomp,Yes,Day 3,,,
Motta et al ,2020a,Fig. 3D,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,3761023.79,1288908.812,-0.6572984154,,-1.544975232,Decrease,Noncomp,Yes,Week 3,,,
Motta et al ,2020b,Fig. S1J,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,10.46931408,3.501805054,-0.6655172414,,-1.579996248,Decrease,Comp,Yes,Late exposure,,,
Rouze et al ,2019,Fig. 2B,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-1.61,-1.61,Decrease,Noncomp,Yes,summer,,,
Motta et al ,2020b,Fig. S2J,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,18367688.88,5935047.387,-0.6768756578,,-1.629838656,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,5455594.781,1751544.004,-0.6789453626,,-1.639109257,Decrease,Noncomp,Yes,Early exposure,,,
Rouze et al ,2019,Fig. 2B,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-1.729,-1.729,Decrease,Noncomp,Yes,summer,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,3738317.757,1084112.15,-0.7100000000,,-1.785875195,Decrease,Noncomp,Yes,Day 3,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,,,,-1.79,-1.793299247,Decrease,Comp,Yes,,,,
Motta et al ,2020b,Fig. S1J,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,10.46931408,2.996389892,-0.7137931034,,-1.804869659,Decrease,Comp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,8027961.169,2198392.649,-0.7261580366,,-1.868584553,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,17.29393468,4.727838258,-0.7266187050,,-1.871013559,Decrease,Comp,Yes,Early exposure,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2379417.154,648283.1085,-0.7275454170,,-1.875912336,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2687891.691,732328.4097,-0.7275454170,,-1.875912336,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020a,Fig. 1D,Roundup,Herbicide formulation,5 days,1 mM ,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,5492251.873,1476863.861,-0.7311004857,,-1.894860945,Decrease,Noncomp,Yes,,,,
Motta et al ,2020a,Fig. 5B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2479618.913,637150.1622,-0.7430451273,,-1.960413084,Decrease,Noncomp,Yes,Week 1,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2687891.691,689025.4987,-0.7436557801,,-1.963845727,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,17.29393468,4.354587869,-0.7482014388,,-1.989658056,Decrease,Comp,Yes,Early exposure,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,20 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,13.4992224,3.359253499,-0.7511520737,,-2.00666373,Decrease,Comp,Yes,Early exposure,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,17.29393468,4.292379471,-0.7517985612,,-2.010416616,Decrease,Comp,Yes,Early exposure,,,
DeGrandi Hoffman et al,2017,Text,Pristine,Fungicide,21 days,1990ppb,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Giliamella apicola,,Y,8.9,2.2,-0.7528089888,,-2.016301812,Decrease,Comp,Yes,,,,
Motta et al ,2018,Fig. S3A,Glyphosate,Herbicide,"Feeding (5 µL), then two days, then fed again, then sampled after another two days",1 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,16.01,3.84,-0.7601499063,,-2.059795092,Decrease,Comp,Yes,,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,14.30793157,3.359253499,-0.7652173913,,-2.090602549,Decrease,Comp,Yes,Early exposure,,,
Motta et al ,2020a,Fig. 5B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,5212966.518,1209863.332,-0.7679126985,,-2.107260506,Decrease,Noncomp,Yes,Week 4,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Parasacharibacter,Parasaccharibacter apium,,N,,,,-2.14,-2.139606536,Decrease,Comp,Yes,,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,5455594.781,1163561.851,-0.7867213572,,-2.22918859,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2687891.691,562341.3252,-0.7907872080,,-2.256957029,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. S1J,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.602888087,1.985559567,-0.7932330827,,-2.273922722,Decrease,Comp,Yes,Late exposure,,,
Motta et al ,2018,Fig. S1,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,0.04851752,0.009703504,-0.8000000000,,-2.321928095,Decrease,Comp,Yes,Day 0,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,5455594.781,1086886.54,-0.8007757937,,-2.327535145,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2018,Fig. S3B,Glyphosate,Herbicide,"Feeding (5 µL), then two days, then fed again, then sampled after another two days",1 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,8208178,1605947,-0.8043479320,,-2.353637736,Decrease,Noncomp,Yes,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella apis,,N,,,,-2.36,-2.358678585,Decrease,Comp,Yes,,,,
Motta et al ,2020a,Fig. 3C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1026997.578,191262.6296,-0.8137652574,,-2.424805859,Decrease,Noncomp,Yes,Week 1,,,
Motta et al ,2020b,Fig. S1J,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.602888087,1.768953069,-0.8157894737,,-2.440572591,Decrease,Comp,Yes,Late exposure,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,7.5 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,-2.449,-2.449,Decrease,Noncomp,Yes,summer,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,7.5 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,-2.506,-2.506,Decrease,Noncomp,Yes,summer,,,
Motta et al ,2020a,Fig. 5B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2479618.913,434981.9666,-0.8245770895,,-2.511090917,Decrease,Noncomp,Yes,Week 1,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2379417.154,406278.2091,-0.8292530553,,-2.550068332,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020a,Fig. 5B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,5212966.518,886971.3749,-0.8298528541,,-2.555145143,Decrease,Noncomp,Yes,Week 4,,,
Motta et al ,2020a,Fig. S3C,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,850133.5966,140422.2403,-0.8348233256,,-2.597918125,Decrease,Noncomp,Yes,Day 0 post exposure,,,
Motta et al ,2020a,Fig. 3C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2395591.949,385700.7284,-0.8389956484,,-2.634828413,Decrease,Noncomp,Yes,Week 7,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,14.30793157,2.301710731,-0.8391304348,,-2.636036685,Decrease,Comp,Yes,Early exposure,,,
Motta et al ,2018,Fig. S4B,Glyphosate,Herbicide,5 days,0.1 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2996108,445136,-0.8514285867,,-2.750771542,Decrease,Noncomp,Yes,RNA,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,20 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,13.4992224,1.99066874,-0.8525345622,,-2.761551232,Decrease,Comp,Yes,Early exposure,,,
Motta et al ,2020a,Fig. S4F,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,Lactobacillus helsingborgensis,Y,1069138.141,155943.849,-0.8541405988,,-2.777349719,Decrease,Noncomp,Yes,Week 7,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,20 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,7004783.822,906226.6761,-0.8706274599,,-2.950396663,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,1035598.706,129449.8382,-0.8750000000,,-3,Decrease,Noncomp,Yes,Day 0,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,1.5 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,-3.03,-3.03,Decrease,Noncomp,Yes,summer,,,
Motta et al ,2020a,Fig. 5B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,3280575.272,400965.3734,-0.8777758959,,-3.032399265,Decrease,Noncomp,Yes,Week 3,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2822655.618,341110.2242,-0.8791527305,,-3.048743219,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2020b,Fig. S1J,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,10.46931408,1.227436823,-0.8827586207,,-3.092446249,Decrease,Comp,Yes,Late exposure,,,
Motta et al ,2020a,Fig. S4B,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,Lactobacillus mellis,Y,389369.0664,44730.36166,-0.8851209160,,-3.121811945,Decrease,Noncomp,Yes,Week 7,,,
Motta et al ,2018,Fig. S4A,Glyphosate,Herbicide,5 days,0.1 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,328125,37500,-0.8857142857,,-3.129283017,Decrease,Noncomp,Yes,,,,
Motta et al ,2020a,Fig. 2D,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2582354.901,291985.6939,-0.8869304549,,-3.144717699,Decrease,Noncomp,Yes,Day 3 post exposure,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2379417.154,265173.067,-0.8885554529,,-3.165602067,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,20 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,7004783.822,755595.6929,-0.8921314758,,-3.212654144,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2020a,Fig. 3C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,3291198.901,320468.0294,-0.9026287870,,-3.360360875,Decrease,Noncomp,Yes,Week 4,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,6706108.693,648283.1085,-0.9033294660,,-3.370779979,Decrease,Noncomp,Yes,Late exposure,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,1.5 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,-3.455,-3.455,Decrease,Noncomp,Yes,summer,,,
Motta et al ,2020b,Fig. S1J,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.530685921,0.83032491,-0.9128787879,,-3.520832163,Decrease,Comp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. S1J,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.530685921,0.83032491,-0.9128787879,,-3.520832163,Decrease,Comp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. S1J,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.602888087,0.758122744,-0.9210526316,,-3.662965013,Decrease,Comp,Yes,Late exposure,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,1.5 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,-3.668,-3.668,Decrease,Noncomp,Yes,winter,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,6706108.693,487792.6972,-0.9272614389,,-3.781135802,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020a,Fig. 5B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,3280575.272,234978.4883,-0.9283727795,,-3.803348231,Decrease,Noncomp,Yes,Week 3,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,10.45101089,0.746500778,-0.9285714286,,-3.807354922,Decrease,Comp,Yes,Early exposure,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,6706108.693,468369.0999,-0.9301578424,,-3.839758063,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. S1J,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.602888087,0.577617329,-0.9398496241,,-4.055282436,Decrease,Comp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2379417.154,135629.1191,-0.9429990160,,-4.132869365,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020a,Fig. 2D,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,7032733.191,398655.6373,-0.9433142668,,-4.14087051,Decrease,Noncomp,Yes,Day 5 post exposure,,,
Motta et al ,2020a,Fig. 3C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1320604.998,73757.51377,-0.9441486940,,-4.162265174,Decrease,Noncomp,Yes,Week 3,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,8027961.169,390935.6383,-0.9513032475,,-4.360030625,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2020b,Fig. 4B,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,6706108.693,324911.2178,-0.9515499625,,-4.367358407,Decrease,Noncomp,Yes,Late exposure,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,5455594.781,259701.0372,-0.9523973008,,-4.39281281,Decrease,Noncomp,Yes,Early exposure,,,
Motta et al ,2020a,Fig. S1B,Roundup,Herbicide formulation,5 days,1 mM ,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,21.26318716,0.961357869,-0.9547876872,,-4.46714047,Decrease,Comp,Yes,,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,17.29393468,0.684292379,-0.9604316547,,-4.659509454,Decrease,Comp,Yes,Early exposure,,,
Motta et al ,2020a,Fig. S1A,Roundup,Herbicide formulation,5 days,1 mM ,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2811018.063,94901.4236,-0.9662394828,,-4.888519185,Decrease,Noncomp,Yes,,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,20 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,13.4992224,0.373250389,-0.9723502304,,-5.176588732,Decrease,Comp,Yes,Early exposure,,,
Motta et al ,2020a,Fig. S3C,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1193776.642,28942.66125,-0.9757553798,,-5.366191538,Decrease,Noncomp,Yes,Day 3 post exposure,,,
Motta et al ,2020b,Fig. S1J,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.530685921,0.216606498,-0.9772727273,,-5.459431619,Decrease,Comp,Yes,Late exposure,,,
